ssqwerty,13185,7510,68
wang25687,11615,1068,24
18612160829,20050,10975,48
15504973518,26629,10360,48
13812788376,10623,7358,50
457181660,19922,7842,55
15686784340,9001,3315,23
z7211191,21450,4730,26
shinecy1126,4481,2234,22
lonely7201984,20425,7975,37
liu271,15285,6935,29
cq1473691,4440,1801,16
cq1473693,2881,1519,13
